group_name,group_description,id
Information and Communications Technicians,Broadcasting and Audiovisual Technicians,543
"Hospitality, Retail and Other Services Managers",Retail and Wholesale Trade Managers,544
Science and Engineering Associate Professionals,Manufacturing Supervisors,545
Customer Services Clerks,Debt Collectors and Related Workers,546
Administrative and Commercial Managers,Sales and Marketing Managers,547
Personal Services Workers,Beauticians and Related Workers,548
Business and Administration Professionals,Technical and Medical Sales Professionals (excluding ICT),549
"Metal, Machinery and Related Trades Workers",Sheet Metal Workers,550
Personal Services Workers,Waiters,551
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Cabinet-makers and Related Workers,552
Health Professionals,Traditional and Complementary Medicine Professionals,553
Business and Administration Associate Professionals,Trade Brokers,554
Teaching Professionals,Teaching Professionals Not Elsewhere Classified,555
Personal Services Workers,Pet Groomers and Animal Care Workers,556
Drivers and Mobile Plant Operators,Ships’ Deck Crews and Related Workers,557
"Agricultural, Forestry and Fishery Labourers",Fishery and Aquaculture Labourers,558
Science and Engineering Associate Professionals,Construction Supervisors,559
Health Associate Professionals,Medical and Pathology Laboratory Technicians ,560
Sales Workers,Shop Sales Assistants,561
Science and Engineering Associate Professionals,Construction Supervisors,562
"Hospitality, Retail and Other Services Managers",Retail and Wholesale Trade Managers,563
Stationary Plant and Machine Operators,Glass and Ceramics Plant Operators,564
Information and Communications Technology Professionals,Applications Programmers,565
Cleaners and Helpers,Hand Launderers and Pressers,566
Business and Administration Associate Professionals,Trade Brokers,567
Electrical and Electronics Trades Workers,Information and Communications Technology Installers and Servicers,568
Handicraft and Printing Workers,Print Finishing and Binding Workers,569
Science and Engineering Professionals,Industrial and Production Engineers,570
Science and Engineering Professionals,Graphic and Multimedia Designers,571
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",572
Personal Services Workers,Bartenders,573
Customer Services Clerks,"Bookmakers, Croupiers and Related Gaming Workers",574
Production and Specialized Services Managers,Professional Services Managers Not Elsewhere Classified,575
Stationary Plant and Machine Operators,"Cement, Stone and Other Mineral Products Machine Operators",576
"Metal, Machinery and Related Trades Workers",Metal Working Machine Tool Setters and Operators,577
"Metal, Machinery and Related Trades Workers",Welders and Flame Cutters,578
Customer Services Clerks,Bank Tellers and Related Clerks,579
Teaching Professionals,University and Higher Education Teachers,580
Health Associate Professionals,Midwifery Associate Professionals,581
Protective Services Workers,Protective Services Workers Not Elsewhere Classified,582
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Product Graders and Testers (excluding Foods and Beverages),583
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Fruit, Vegetable and Related Preservers",584
Cleaners and Helpers,"Cleaners and Helpers in Offices, Hotels and Other Establishments",585
Science and Engineering Associate Professionals,Mechanical Engineering Technicians,586
Science and Engineering Associate Professionals,Electronics Engineering Technicians,587
Teaching Professionals,University and Higher Education Teachers,588
"Legal, Social, Cultural and Related Associate Professionals",Other Artistic and Cultural Associate Professionals,589
Numerical and Material Recording Clerks,Stock Clerks,590
Science and Engineering Associate Professionals,Draughtspersons,591
Science and Engineering Professionals,Graphic and Multimedia Designers,592
Science and Engineering Professionals,Engineering Professionals Not Elsewhere Classified,593
Business and Administration Associate Professionals,Office Supervisors,594
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,595
Administrative and Commercial Managers,Finance Managers,596
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,597
Assemblers,Electrical and Electronic Equipment Assemblers,598
Production and Specialized Services Managers,Manufacturing Managers,599
Protective Services Workers,Security Guards,600
"Legal, Social and Cultural Professionals",Legal Professionals Not Elsewhere Classified,601
Health Associate Professionals,Veterinary Technicians and Assistants,602
Science and Engineering Associate Professionals,Life Science Technicians (excluding Medical),603
Personal Services Workers,"Astrologers, Fortune-tellers and Related Workers",604
Numerical and Material Recording Clerks,Stock Clerks,605
Business and Administration Associate Professionals,Clearing and Forwarding Agents,606
"Market-oriented Skilled Forestry, Fishery and Hunting Workers",Aquaculture Workers,607
Business and Administration Associate Professionals,Clearing and Forwarding Agents,608
Science and Engineering Professionals,Environmental Engineers,609
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,610
Science and Engineering Associate Professionals,Civil Engineering Technicians,611
Science and Engineering Associate Professionals,Physical and Engineering Science Technicians Not Elsewhere Classified,612
Health Associate Professionals,Medical Records and Health Information Technicians,613
Health Associate Professionals,Veterinary Technicians and Assistants,614
Business and Administration Associate Professionals,Credit and Loans Officers,615
Handicraft and Printing Workers,Printers ,616
Protective Services Workers,Prison Guards,617
"Metal, Machinery and Related Trades Workers",Bicycle and Related Repairers,618
Electrical and Electronics Trades Workers,Building and Related Electricians,619
"Legal, Social, Cultural and Related Associate Professionals",Religious Associate Professionals,620
Business and Administration Associate Professionals,Clearing and Forwarding Agents,621
Health Professionals,Health Professionals Not Elsewhere Classified,622
"Hospitality, Retail and Other Services Managers","Sports, Recreation and Cultural Centre Managers",623
Information and Communications Technology Professionals,Software and Applications Developers and Analysts Not Elsewhere Classified,624
Science and Engineering Associate Professionals,Chemical and Physical Science Technicians,625
Science and Engineering Associate Professionals,Ships’ Engineers,626
Personal Care Workers,Child Care Workers,627
Stationary Plant and Machine Operators,Weaving and Knitting Machine Operators,628
Science and Engineering Associate Professionals,Draughtspersons,629
Customer Services Clerks,Receptionists (general),630
Production and Specialized Services Managers,Education Managers,631
Stationary Plant and Machine Operators,Food and Related Products Machine Operators,632
Stationary Plant and Machine Operators,Chemical Products Plant and Machine Operators,633
Science and Engineering Professionals,Product and Garment Designers,634
"Legal, Social, Cultural and Related Associate Professionals",Interior Designers and Decorators,635
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers","Butchers, Fishmongers and Related Food Preparers",636
Science and Engineering Professionals,Environmental Protection Professionals,637
Stationary Plant and Machine Operators,"Fibre Preparing, Spinning and Winding Machine Operators",638
Production and Specialized Services Managers,"Supply, Distribution and Related Managers",639
Building and Related Trades Workers (excluding Electricians),Carpenters and Joiners,640
"Legal, Social and Cultural Professionals",Judges,641
Information and Communications Technology Professionals,Systems Analysts,642
Business and Administration Professionals,Advertising and Marketing Professionals,643
Handicraft and Printing Workers,"Handicraft Workers in Textile, Leather and Related Materials",644
"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",Product Graders and Testers (excluding Foods and Beverages),645
Science and Engineering Associate Professionals,Chemical Engineering Technicians,646
Business and Administration Associate Professionals,Business Services Agents Not Elsewhere Classified,647
Science and Engineering Professionals,Engineering Professionals Not Elsewhere Classified,648
Science and Engineering Professionals,Electronics Engineers,649
Business and Administration Associate Professionals,Trade Brokers,650
Teaching Professionals,Secondary Education Teachers,651
Science and Engineering Associate Professionals,"Armed Forces Occupations, Other Ranks",652
"Legal, Social, Cultural and Related Associate Professionals",Interior Designers and Decorators,653
Electrical and Electronics Trades Workers,Information and Communications Technology Installers and Servicers,654
